image_path,Сезон,Материал подошвы,Материал верха,Цвет,Страна производства
images_shoes\image_4_RTLADU943501_24879074_5_v1.jpg,мульти,резина,искусственная кожа,бежевый,
images_shoes\image_0_MP002XM091MZ_18495386_1_v1.jpg,зима,термоэластопласт,натуральный спилок,черный,
images_shoes\image_1_MP002XM091MZ_18495387_2_v1.jpg,зима,термоэластопласт,натуральный спилок,черный,
images_shoes\image_2_MP002XM091MZ_18495388_3_v1.jpg,зима,термоэластопласт,натуральный спилок,черный,
images_shoes\image_3_MP002XM091MZ_18495389_4_v1.jpg,зима,термоэластопласт,натуральный спилок,черный,
images_shoes\image_4_MP002XM091MZ_18495390_5_v1.jpg,зима,термоэластопласт,натуральный спилок,черный,
images_shoes\image_0_RTLADT156201_24804355_1_v1_2x.jpg,демисезон,резина,искусственная кожа,черный,
images_shoes\image_1_RTLADT156201_24804356_2_v1_2x.jpg,демисезон,резина,искусственная кожа,черный,
images_shoes\image_2_RTLADT156201_24804357_3_v1_2x.jpg,демисезон,резина,искусственная кожа,черный,
images_shoes\image_3_RTLADT156201_24804358_4_v1_2x.jpg,демисезон,резина,искусственная кожа,черный,
images_shoes\image_4_RTLADT156201_24804359_5_v1_2x.jpg,демисезон,резина,искусственная кожа,черный,
images_shoes\image_0_MP002XM0B27H_20790792_1_v1.jpg,демисезон,резина,натуральная кожа,коричневый,
images_shoes\image_1_MP002XM0B27H_20790793_2_v1.jpg,демисезон,резина,натуральная кожа,коричневый,
images_shoes\image_2_MP002XM0B27H_20790794_3_v1.jpg,демисезон,резина,натуральная кожа,коричневый,
images_shoes\image_3_MP002XM0B27H_20790795_4_v1.jpg,демисезон,резина,натуральная кожа,коричневый,
images_shoes\image_4_MP002XM0B27H_20790796_5_v1.jpg,демисезон,резина,натуральная кожа,коричневый,
images_shoes\image_0_MP002XM0B3IX_20908350_1_v1.jpg,мульти,этиленвинилацетат,натуральный спилок,черный,
images_shoes\image_1_MP002XM0B3IX_20908351_2_v1.jpg,мульти,этиленвинилацетат,натуральный спилок,черный,
images_shoes\image_2_MP002XM0B3IX_20908352_3_v1.jpg,мульти,этиленвинилацетат,натуральный спилок,черный,
images_shoes\image_3_MP002XM0B3IX_20908353_4_v1.jpg,мульти,этиленвинилацетат,натуральный спилок,черный,
images_shoes\image_4_MP002XM0B3IX_20908354_5_v1.jpg,мульти,этиленвинилацетат,натуральный спилок,черный,
images_shoes\image_0_MP002XM0BYK3_25231156_1_v1.jpg,зима,резина,искусственная кожа,хаки,
images_shoes\image_1_MP002XM0BYK3_25231157_2_v1.jpg,зима,резина,искусственная кожа,хаки,
images_shoes\image_2_MP002XM0BYK3_25231158_3_v1.jpg,зима,резина,искусственная кожа,хаки,
images_shoes\image_3_MP002XM0BYK3_25231159_4_v1.jpg,зима,резина,искусственная кожа,хаки,
images_shoes\image_4_MP002XM0BYK3_25231160_5_v1.jpg,зима,резина,искусственная кожа,хаки,
images_shoes\image_0_RTLADC094902_22124420_1_v1.jpg,мульти,резина,искусственный материал,черный,
images_shoes\image_1_RTLADC094902_22124421_2_v1.jpg,мульти,резина,искусственный материал,черный,
images_shoes\image_2_RTLADC094902_22124422_3_v1.jpg,мульти,резина,искусственный материал,черный,
images_shoes\image_3_RTLADC094902_22124423_4_v1.jpg,мульти,резина,искусственный материал,черный,
images_shoes\image_4_RTLADC094902_22124424_5_v1.jpg,мульти,резина,искусственный материал,черный,
images_shoes\image_5_RTLADC094902_22139694_11_v1_2x.jpg,мульти,резина,искусственный материал,черный,
images_shoes\image_0_MP002XM08W8Z_21261831_1_v1.jpg,"демисезон, зима",этиленвинилацетат,"натуральная кожа, полиэстер",коричневый,
images_shoes\image_1_MP002XM08W8Z_21261832_2_v1.jpg,"демисезон, зима",этиленвинилацетат,"натуральная кожа, полиэстер",коричневый,
images_shoes\image_2_MP002XM08W8Z_21261833_3_v1.jpg,"демисезон, зима",этиленвинилацетат,"натуральная кожа, полиэстер",коричневый,
images_shoes\image_3_MP002XM08W8Z_21261834_4_v1.jpg,"демисезон, зима",этиленвинилацетат,"натуральная кожа, полиэстер",коричневый,
images_shoes\image_4_MP002XM08W8Z_21261835_5_v1.jpg,"демисезон, зима",этиленвинилацетат,"натуральная кожа, полиэстер",коричневый,
images_shoes\image_0_MP002XM1HWD8_15971872_1_v2.jpg,зима,термоэластопласт,натуральный спилок,черный,
images_shoes\image_1_MP002XM1HWD8_15971873_2_v1.jpg,зима,термоэластопласт,натуральный спилок,черный,
images_shoes\image_2_MP002XM1HWD8_15971874_3_v1.jpg,зима,термоэластопласт,натуральный спилок,черный,
images_shoes\image_3_MP002XM1HWD8_15971875_4_v1.jpg,зима,термоэластопласт,натуральный спилок,черный,
images_shoes\image_4_MP002XM1HWD8_15971876_5_v1.jpg,зима,термоэластопласт,натуральный спилок,черный,
images_shoes\image_0_RTLADF824801_22708620_1_v1.jpg,мульти,резина,текстиль,черный,
images_shoes\image_1_RTLADF824801_22708621_2_v1.jpg,мульти,резина,текстиль,черный,
images_shoes\image_2_RTLADF824801_22708622_3_v1.jpg,мульти,резина,текстиль,черный,
images_shoes\image_3_RTLADF824801_22708623_4_v1.jpg,мульти,резина,текстиль,черный,
images_shoes\image_4_RTLADF824801_22708624_5_v1.jpg,мульти,резина,текстиль,черный,
images_shoes\image_0_RTLADQ278701_24266918_1_v1.jpg,мульти,резина,"искусственная кожа, натуральная кожа, текстиль",бежевый,
images_shoes\image_1_RTLADQ278701_24266919_2_v1.jpg,мульти,резина,"искусственная кожа, натуральная кожа, текстиль",бежевый,
images_shoes\image_2_RTLADQ278701_24266920_3_v1.jpg,мульти,резина,"искусственная кожа, натуральная кожа, текстиль",бежевый,
images_shoes\image_3_RTLADQ278701_24266921_4_v1.jpg,мульти,резина,"искусственная кожа, натуральная кожа, текстиль",бежевый,
images_shoes\image_4_RTLADQ278701_24266922_5_v1.jpg,мульти,резина,"искусственная кожа, натуральная кожа, текстиль",бежевый,
images_shoes\image_0_MP002XM1UAHW_21047157_1_v1.jpg,демисезон,термопластичная резина,"натуральная кожа, полиэстер",коричневый,
images_shoes\image_1_MP002XM1UAHW_21047158_2_v1.jpg,демисезон,термопластичная резина,"натуральная кожа, полиэстер",коричневый,
images_shoes\image_2_MP002XM1UAHW_21047159_3_v1.jpg,демисезон,термопластичная резина,"натуральная кожа, полиэстер",коричневый,
images_shoes\image_3_MP002XM1UAHW_21047160_4_v1.jpg,демисезон,термопластичная резина,"натуральная кожа, полиэстер",коричневый,
images_shoes\image_4_MP002XM1UAHW_21047161_5_v1.jpg,демисезон,термопластичная резина,"натуральная кожа, полиэстер",коричневый,
images_shoes\image_0_RTLADG686401_23416069_1_v1.jpg,мульти,резина,"натуральная кожа, текстиль",синий,
images_shoes\image_1_RTLADG686401_23416070_2_v1.jpg,мульти,резина,"натуральная кожа, текстиль",синий,
images_shoes\image_2_RTLADG686401_23416071_3_v1.jpg,мульти,резина,"натуральная кожа, текстиль",синий,
images_shoes\image_3_RTLADG686401_23416072_4_v1.jpg,мульти,резина,"натуральная кожа, текстиль",синий,
images_shoes\image_4_RTLADG686401_23416073_5_v1.jpg,мульти,резина,"натуральная кожа, текстиль",синий,
images_shoes\image_0_MP002XM1UD32_21377805_1_v1.jpg,демисезон,термоэластопласт,натуральная кожа,коричневый,
images_shoes\image_1_MP002XM1UD32_21377806_2_v1.jpg,демисезон,термоэластопласт,натуральная кожа,коричневый,
images_shoes\image_2_MP002XM1UD32_21377807_3_v1.jpg,демисезон,термоэластопласт,натуральная кожа,коричневый,
images_shoes\image_3_MP002XM1UD32_21377808_4_v1.jpg,демисезон,термоэластопласт,натуральная кожа,коричневый,
images_shoes\image_4_MP002XM1UD32_21377809_5_v1.jpg,демисезон,термоэластопласт,натуральная кожа,коричневый,
images_shoes\image_0_MP002XM0BLQ9_24591129_1_v1.jpg,демисезон,резина,натуральная кожа,коричневый,
images_shoes\image_1_MP002XM0BLQ9_24591130_2_v1.jpg,демисезон,резина,натуральная кожа,коричневый,
images_shoes\image_2_MP002XM0BLQ9_24591131_3_v1.jpg,демисезон,резина,натуральная кожа,коричневый,
images_shoes\image_3_MP002XM0BLQ9_24591132_4_v1.jpg,демисезон,резина,натуральная кожа,коричневый,
images_shoes\image_4_MP002XM0BLQ9_24591133_5_v1.jpg,демисезон,резина,натуральная кожа,коричневый,
images_shoes\image_0_MP002XM0B3JU_20912801_1_v1.jpg,мульти,резина,натуральная кожа,черный,
images_shoes\image_1_MP002XM0B3JU_20912802_2_v1.jpg,мульти,резина,натуральная кожа,черный,
images_shoes\image_2_MP002XM0B3JU_20912803_3_v1.jpg,мульти,резина,натуральная кожа,черный,
images_shoes\image_3_MP002XM0B3JU_20912804_4_v1.jpg,мульти,резина,натуральная кожа,черный,
images_shoes\image_4_MP002XM0B3JU_20912805_5_v1.jpg,мульти,резина,натуральная кожа,черный,
images_shoes\image_0_RTLADQ103401_24209609_1_v1_2x.jpg,демисезон,"резина, этиленвинилацетат",полиэстер,черный,
images_shoes\image_1_RTLADQ103401_24209610_2_v1_2x.jpg,демисезон,"резина, этиленвинилацетат",полиэстер,черный,
images_shoes\image_2_RTLADQ103401_24209611_3_v1_2x.jpg,демисезон,"резина, этиленвинилацетат",полиэстер,черный,
images_shoes\image_3_RTLADQ103401_24209612_4_v1_2x.jpg,демисезон,"резина, этиленвинилацетат",полиэстер,черный,
images_shoes\image_4_RTLADQ103401_24209613_5_v1_2x.jpg,демисезон,"резина, этиленвинилацетат",полиэстер,черный,
images_shoes\image_0_MP002XM0BZ2W_25241746_1_v1.jpg,демисезон,этиленвинилацетат,натуральная кожа,черный,
images_shoes\image_1_MP002XM0BZ2W_25241747_2_v1.jpg,демисезон,этиленвинилацетат,натуральная кожа,черный,
images_shoes\image_2_MP002XM0BZ2W_25241748_3_v1.jpg,демисезон,этиленвинилацетат,натуральная кожа,черный,
images_shoes\image_3_MP002XM0BZ2W_25241749_4_v1.jpg,демисезон,этиленвинилацетат,натуральная кожа,черный,
images_shoes\image_4_MP002XM0BZ2W_25241750_5_v1.jpg,демисезон,этиленвинилацетат,натуральная кожа,черный,
images_shoes\image_0_MP002XM0BYJ6_25231141_1_v1.jpg,демисезон,резина,натуральная замша,черный,
images_shoes\image_1_MP002XM0BYJ6_25231142_2_v1.jpg,демисезон,резина,натуральная замша,черный,
images_shoes\image_2_MP002XM0BYJ6_25231143_3_v1.jpg,демисезон,резина,натуральная замша,черный,
images_shoes\image_3_MP002XM0BYJ6_25231144_4_v1.jpg,демисезон,резина,натуральная замша,черный,
images_shoes\image_4_MP002XM0BYJ6_25231145_5_v1.jpg,демисезон,резина,натуральная замша,черный,
images_shoes\image_0_MP002XM0BYWU_25245507_1_v1.jpg,демисезон,резина,натуральная замша,черный,
images_shoes\image_1_MP002XM0BYWU_25245508_2_v1.jpg,демисезон,резина,натуральная замша,черный,
images_shoes\image_2_MP002XM0BYWU_25245509_3_v1.jpg,демисезон,резина,натуральная замша,черный,
images_shoes\image_3_MP002XM0BYWU_25245510_4_v1.jpg,демисезон,резина,натуральная замша,черный,
images_shoes\image_4_MP002XM0BYWU_25245511_5_v1.jpg,демисезон,резина,натуральная замша,черный,
images_shoes\image_0_MP002XM25CVK_23839409_1_v1.jpg,мульти,"резина, термополиуретан, этиленвинилацетат","искусственная кожа, натуральная кожа, полиэстер, термополиуретан",бежевый,
images_shoes\image_1_MP002XM25CVK_23839410_2_v1.jpg,мульти,"резина, термополиуретан, этиленвинилацетат","искусственная кожа, натуральная кожа, полиэстер, термополиуретан",бежевый,
images_shoes\image_2_MP002XM25CVK_23839411_3_v1.jpg,мульти,"резина, термополиуретан, этиленвинилацетат","искусственная кожа, натуральная кожа, полиэстер, термополиуретан",бежевый,
images_shoes\image_3_MP002XM25CVK_23839412_4_v1.jpg,мульти,"резина, термополиуретан, этиленвинилацетат","искусственная кожа, натуральная кожа, полиэстер, термополиуретан",бежевый,
images_shoes\image_4_MP002XM25CVK_23839413_5_v1.jpg,мульти,"резина, термополиуретан, этиленвинилацетат","искусственная кожа, натуральная кожа, полиэстер, термополиуретан",бежевый,
images_shoes\image_0_RTLACX715601_20895518_1_v1.jpg,демисезон,резина,искусственная кожа,хаки,
images_shoes\image_1_RTLACX715601_20895519_2_v1.jpg,демисезон,резина,искусственная кожа,хаки,
images_shoes\image_2_RTLACX715601_20895520_3_v1.jpg,демисезон,резина,искусственная кожа,хаки,
images_shoes\image_3_RTLACX715601_20895521_4_v1.jpg,демисезон,резина,искусственная кожа,хаки,
images_shoes\image_4_RTLACX715601_20895522_5_v1.jpg,демисезон,резина,искусственная кожа,хаки,
images_shoes\image_0_RTLADU876201_24908552_1_v2.jpg,демисезон,этиленвинилацетат,"полиуретан, текстиль",черный,
images_shoes\image_1_RTLADU876201_24908553_2_v2.jpg,демисезон,этиленвинилацетат,"полиуретан, текстиль",черный,
images_shoes\image_2_RTLADU876201_24908554_3_v2.jpg,демисезон,этиленвинилацетат,"полиуретан, текстиль",черный,
images_shoes\image_3_RTLADU876201_24908555_4_v2.jpg,демисезон,этиленвинилацетат,"полиуретан, текстиль",черный,
images_shoes\image_4_RTLADU876201_24908556_5_v2.jpg,демисезон,этиленвинилацетат,"полиуретан, текстиль",черный,
images_shoes\image_0_MP002XM0C110_25325897_1_v1.jpg,зима,резина,"натуральная кожа, натуральный нубук",черный,
images_shoes\image_1_MP002XM0C110_25325898_2_v1.jpg,зима,резина,"натуральная кожа, натуральный нубук",черный,
images_shoes\image_2_MP002XM0C110_25325899_3_v1.jpg,зима,резина,"натуральная кожа, натуральный нубук",черный,
images_shoes\image_3_MP002XM0C110_25325900_4_v1.jpg,зима,резина,"натуральная кожа, натуральный нубук",черный,
images_shoes\image_4_MP002XM0C110_25325901_5_v1.jpg,зима,резина,"натуральная кожа, натуральный нубук",черный,
images_shoes\image_0_RTLADI733701_22657602_1_v1.jpg,мульти,резина,текстиль,черный,
images_shoes\image_1_RTLADI733701_22657603_2_v1.jpg,мульти,резина,текстиль,черный,
images_shoes\image_2_RTLADI733701_22657604_3_v1.jpg,мульти,резина,текстиль,черный,
images_shoes\image_3_RTLADI733701_22657605_4_v1.jpg,мульти,резина,текстиль,черный,
images_shoes\image_4_RTLADI733701_22657606_5_v1.jpg,мульти,резина,текстиль,черный,
images_shoes\image_0_MP002XM1GYZ1_13231339_1_v2.jpg,демисезон,этиленвинилацетат,полиуретан,черный,
images_shoes\image_1_MP002XM1GYZ1_13231340_2_v1.jpg,демисезон,этиленвинилацетат,полиуретан,черный,
images_shoes\image_2_MP002XM1GYZ1_13231341_3_v1.jpg,демисезон,этиленвинилацетат,полиуретан,черный,
images_shoes\image_3_MP002XM1GYZ1_13231342_4_v1.jpg,демисезон,этиленвинилацетат,полиуретан,черный,
images_shoes\image_4_MP002XM1GYZ1_13231343_5_v1.jpg,демисезон,этиленвинилацетат,полиуретан,черный,
images_shoes\image_0_XD001XM008BE_24710501_1_v1_2x.jpeg,демисезон,термополиуретан,композиционная кожа,черный,
images_shoes\image_1_XD001XM008BE_24710504_2_v1_2x.jpeg,демисезон,термополиуретан,композиционная кожа,черный,
images_shoes\image_2_XD001XM008BE_24710508_3_v1_2x.jpeg,демисезон,термополиуретан,композиционная кожа,черный,
images_shoes\image_3_XD001XM008BE_24710510_4_v1_2x.jpeg,демисезон,термополиуретан,композиционная кожа,черный,
images_shoes\image_4_XD001XM008BE_24710511_5_v1_2x.jpeg,демисезон,термополиуретан,композиционная кожа,черный,
images_shoes\image_5_XD001XM008BE_24710513_6_v1_2x.jpeg,демисезон,термополиуретан,композиционная кожа,черный,
images_shoes\image_0_MP002XM0VOSZ_23354518_1_v2_2x.jpeg,демисезон,этиленвинилацетат,"натуральный велюр, текстиль",синий,
images_shoes\image_1_MP002XM0VOSZ_23354508_2_v2_2x.jpeg,демисезон,этиленвинилацетат,"натуральный велюр, текстиль",синий,
images_shoes\image_2_MP002XM0VOSZ_23354514_3_v2_2x.jpeg,демисезон,этиленвинилацетат,"натуральный велюр, текстиль",синий,
images_shoes\image_3_MP002XM0VOSZ_23354529_4_v2_2x.jpeg,демисезон,этиленвинилацетат,"натуральный велюр, текстиль",синий,
images_shoes\image_4_MP002XM0VOSZ_23354523_5_v2_2x.jpeg,демисезон,этиленвинилацетат,"натуральный велюр, текстиль",синий,
images_shoes\image_0_MP002XM0BX9O_25142230_1_v1.jpg,зима,резина,"искусственная кожа, натуральная кожа",черный,
images_shoes\image_1_MP002XM0BX9O_25142231_2_v1.jpg,зима,резина,"искусственная кожа, натуральная кожа",черный,
images_shoes\image_2_MP002XM0BX9O_25142232_3_v1.jpg,зима,резина,"искусственная кожа, натуральная кожа",черный,
images_shoes\image_3_MP002XM0BX9O_25142233_4_v1.jpg,зима,резина,"искусственная кожа, натуральная кожа",черный,
images_shoes\image_4_MP002XM0BX9O_25142234_5_v1.jpg,зима,резина,"искусственная кожа, натуральная кожа",черный,
images_shoes\image_0_RTLADP482601_24356389_1_v1.jpg,мульти,резина,натуральная кожа,синий,
images_shoes\image_1_RTLADP482601_24356390_2_v1.jpg,мульти,резина,натуральная кожа,синий,
images_shoes\image_2_RTLADP482601_24356391_3_v1.jpg,мульти,резина,натуральная кожа,синий,
images_shoes\image_3_RTLADP482601_24356392_4_v1.jpg,мульти,резина,натуральная кожа,синий,
images_shoes\image_4_RTLADP482601_24356393_5_v1.jpg,мульти,резина,натуральная кожа,синий,
images_shoes\image_0_MP002XM1UAG1_21054057_1_v1.jpg,демисезон,"полиуретан, резина",натуральная кожа,черный,
images_shoes\image_1_MP002XM1UAG1_21054058_2_v1.jpg,демисезон,"полиуретан, резина",натуральная кожа,черный,
images_shoes\image_2_MP002XM1UAG1_21054059_3_v1.jpg,демисезон,"полиуретан, резина",натуральная кожа,черный,
images_shoes\image_3_MP002XM1UAG1_21054060_4_v1.jpg,демисезон,"полиуретан, резина",натуральная кожа,черный,
images_shoes\image_4_MP002XM1UAG1_21054061_5_v1.jpg,демисезон,"полиуретан, резина",натуральная кожа,черный,
images_shoes\image_0_MP002XM0C13U_25325917_1_v1.jpg,демисезон,этиленвинилацетат,натуральная кожа,черный,
images_shoes\image_1_MP002XM0C13U_25325918_2_v1.jpg,демисезон,этиленвинилацетат,натуральная кожа,черный,
images_shoes\image_2_MP002XM0C13U_25325919_3_v1.jpg,демисезон,этиленвинилацетат,натуральная кожа,черный,
images_shoes\image_3_MP002XM0C13U_25325920_4_v1.jpg,демисезон,этиленвинилацетат,натуральная кожа,черный,
images_shoes\image_4_MP002XM0C13U_25325921_5_v1.jpg,демисезон,этиленвинилацетат,натуральная кожа,черный,
images_shoes\image_0_MP002XM0BF2O_24352199_1_v2.jpg,мульти,ПВХ,"искусственная кожа, текстиль",коричневый,
images_shoes\image_1_MP002XM0BF2O_24352200_2_v2.jpg,мульти,ПВХ,"искусственная кожа, текстиль",коричневый,
images_shoes\image_2_MP002XM0BF2O_24352201_3_v2.jpg,мульти,ПВХ,"искусственная кожа, текстиль",коричневый,
images_shoes\image_3_MP002XM0BF2O_24352202_4_v2.jpg,мульти,ПВХ,"искусственная кожа, текстиль",коричневый,
images_shoes\image_4_MP002XM0BF2O_24352203_5_v2.jpg,мульти,ПВХ,"искусственная кожа, текстиль",коричневый,
images_shoes\image_0_MP002XM08V37_18133313_1_v1.jpg,демисезон,резина,натуральная кожа,синий,
images_shoes\image_1_MP002XM08V37_18133315_2_v1.jpg,демисезон,резина,натуральная кожа,синий,
images_shoes\image_2_MP002XM08V37_18133316_3_v1.jpg,демисезон,резина,натуральная кожа,синий,
images_shoes\image_3_MP002XM08V37_18133317_4_v1.jpg,демисезон,резина,натуральная кожа,синий,
images_shoes\image_4_MP002XM08V37_18133318_5_v1.jpg,демисезон,резина,натуральная кожа,синий,
images_shoes\image_0_RTLADR409501_24402539_1_v1_2x.jpg,зима,резина,натуральная кожа,серый,
images_shoes\image_1_RTLADR409501_24402540_2_v1_2x.jpg,зима,резина,натуральная кожа,серый,
images_shoes\image_2_RTLADR409501_24402541_3_v1_2x.jpg,зима,резина,натуральная кожа,серый,
images_shoes\image_3_RTLADR409501_24402542_4_v1_2x.jpg,зима,резина,натуральная кожа,серый,
images_shoes\image_4_RTLADR409501_24402543_5_v1_2x.jpg,зима,резина,натуральная кожа,серый,
images_shoes\image_0_RTLADU266902_25005718_1_v1.jpg,демисезон,этиленвинилацетат,полимер,серый,
images_shoes\image_1_RTLADU266902_25005719_2_v1.jpg,демисезон,этиленвинилацетат,полимер,серый,
images_shoes\image_2_RTLADU266902_25005720_3_v1.jpg,демисезон,этиленвинилацетат,полимер,серый,
images_shoes\image_3_RTLADU266902_25005721_4_v1.jpg,демисезон,этиленвинилацетат,полимер,серый,
images_shoes\image_4_RTLADU266902_25005722_5_v1.jpg,демисезон,этиленвинилацетат,полимер,серый,
images_shoes\image_5_RTLADU266902_25005723_6_v1.jpg,демисезон,этиленвинилацетат,полимер,серый,
images_shoes\image_0_MP002XM0BBP8_24107001_1_v1_2x.jpg,демисезон,резина,полиуретан,белый,
images_shoes\image_1_MP002XM0BBP8_24107002_2_v1_2x.jpg,демисезон,резина,полиуретан,белый,
images_shoes\image_2_MP002XM0BBP8_24107003_3_v1_2x.jpg,демисезон,резина,полиуретан,белый,
images_shoes\image_3_MP002XM0BBP8_24107004_4_v1_2x.jpg,демисезон,резина,полиуретан,белый,
images_shoes\image_4_MP002XM0BBP8_24107005_5_v1_2x.jpg,демисезон,резина,полиуретан,белый,
images_shoes\image_0_MP002XM0BMX4_24651325_1_v1.jpg,зима,резина,натуральная замша,серый,
images_shoes\image_1_MP002XM0BMX4_24651326_2_v1.jpg,зима,резина,натуральная замша,серый,
images_shoes\image_2_MP002XM0BMX4_24651327_3_v1.jpg,зима,резина,натуральная замша,серый,
images_shoes\image_3_MP002XM0BMX4_24651328_4_v1.jpg,зима,резина,натуральная замша,серый,
images_shoes\image_4_MP002XM0BMX4_24651329_5_v1.jpg,зима,резина,натуральная замша,серый,
images_shoes\image_5_MP002XM0BMX4_24651330_6_v1.jpg,зима,резина,натуральная замша,серый,
images_shoes\image_0_MP002XM08OYD_18162634_1_v1.jpg,демисезон,"полиуретан, резина","натуральная кожа, текстиль",коричневый,
images_shoes\image_1_MP002XM08OYD_18162635_2_v1.jpg,демисезон,"полиуретан, резина","натуральная кожа, текстиль",коричневый,
images_shoes\image_2_MP002XM08OYD_18162636_3_v1.jpg,демисезон,"полиуретан, резина","натуральная кожа, текстиль",коричневый,
images_shoes\image_3_MP002XM08OYD_18162637_4_v1.jpg,демисезон,"полиуретан, резина","натуральная кожа, текстиль",коричневый,
images_shoes\image_4_MP002XM08OYD_18162638_5_v1.jpg,демисезон,"полиуретан, резина","натуральная кожа, текстиль",коричневый,
images_shoes\image_0_MP002XM0BLPG_24637061_1_v1.jpg,мульти,термоэластопласт,натуральная кожа,коричневый,
images_shoes\image_1_MP002XM0BLPG_24637062_2_v1.jpg,мульти,термоэластопласт,натуральная кожа,коричневый,
images_shoes\image_2_MP002XM0BLPG_24637063_3_v1.jpg,мульти,термоэластопласт,натуральная кожа,коричневый,
images_shoes\image_3_MP002XM0BLPG_24637064_4_v1.jpg,мульти,термоэластопласт,натуральная кожа,коричневый,
images_shoes\image_4_MP002XM0BLPG_24637065_5_v1.jpg,мульти,термоэластопласт,натуральная кожа,коричневый,
images_shoes\image_0_RTLADS828801_24751427_1_v1_2x.jpg,мульти,термопластичная резина,натуральная кожа,черный,
images_shoes\image_1_RTLADS828801_24751428_2_v1_2x.jpg,мульти,термопластичная резина,натуральная кожа,черный,
images_shoes\image_2_RTLADS828801_24751429_3_v1_2x.jpg,мульти,термопластичная резина,натуральная кожа,черный,
images_shoes\image_3_RTLADS828801_24751430_4_v1_2x.jpg,мульти,термопластичная резина,натуральная кожа,черный,
images_shoes\image_4_RTLADS828801_24751431_5_v1_2x.jpg,мульти,термопластичная резина,натуральная кожа,черный,
images_shoes\image_0_RTLADV213701_25143644_1_v1_2x.jpg,зима,резина,натуральная кожа,черный,
images_shoes\image_1_RTLADV213701_25143645_2_v1_2x.jpg,зима,резина,натуральная кожа,черный,
images_shoes\image_2_RTLADV213701_25143646_3_v1_2x.jpg,зима,резина,натуральная кожа,черный,
images_shoes\image_3_RTLADV213701_25143647_4_v1_2x.jpg,зима,резина,натуральная кожа,черный,
images_shoes\image_4_RTLADV213701_25143648_5_v1_2x.jpg,зима,резина,натуральная кожа,черный,
images_shoes\image_0_RTLADV236001_24940802_1_v1.jpg,зима,резина,натуральная замша,серый,
images_shoes\image_1_RTLADV236001_24940803_2_v1.jpg,зима,резина,натуральная замша,серый,
images_shoes\image_2_RTLADV236001_24940804_3_v1.jpg,зима,резина,натуральная замша,серый,
images_shoes\image_3_RTLADV236001_24940805_4_v1.jpg,зима,резина,натуральная замша,серый,
images_shoes\image_4_RTLADV236001_24940806_5_v1.jpg,зима,резина,натуральная замша,серый,
images_shoes\image_0_MP002XM0B2ED_21201703_1_v1.jpg,демисезон,резина,натуральная кожа,черный,
images_shoes\image_1_MP002XM0B2ED_21201704_2_v1.jpg,демисезон,резина,натуральная кожа,черный,
images_shoes\image_2_MP002XM0B2ED_21201705_3_v1.jpg,демисезон,резина,натуральная кожа,черный,
images_shoes\image_3_MP002XM0B2ED_21201706_4_v1.jpg,демисезон,резина,натуральная кожа,черный,
images_shoes\image_4_MP002XM0B2ED_21201707_5_v1.jpg,демисезон,резина,натуральная кожа,черный,
images_shoes\image_0_MP002XM0BMX3_24662219_1_v1.jpg,зима,резина,натуральная кожа,коричневый,
images_shoes\image_1_MP002XM0BMX3_24662220_2_v1.jpg,зима,резина,натуральная кожа,коричневый,
images_shoes\image_2_MP002XM0BMX3_24662221_3_v1.jpg,зима,резина,натуральная кожа,коричневый,
images_shoes\image_3_MP002XM0BMX3_24662222_4_v1.jpg,зима,резина,натуральная кожа,коричневый,
images_shoes\image_4_MP002XM0BMX3_24662223_5_v1.jpg,зима,резина,натуральная кожа,коричневый,
images_shoes\image_0_MP002XM0V68Z_19849937_1_v1.jpg,мульти,термоэластопласт,"искусственная кожа, текстиль",синий,
images_shoes\image_1_MP002XM0V68Z_19849938_2_v1.jpg,мульти,термоэластопласт,"искусственная кожа, текстиль",синий,
images_shoes\image_2_MP002XM0V68Z_19849939_3_v1.jpg,мульти,термоэластопласт,"искусственная кожа, текстиль",синий,
images_shoes\image_3_MP002XM0V68Z_19849940_4_v1.jpg,мульти,термоэластопласт,"искусственная кожа, текстиль",синий,
images_shoes\image_4_MP002XM0V68Z_19849941_5_v1.jpg,мульти,термоэластопласт,"искусственная кожа, текстиль",синий,
images_shoes\image_0_MP002XM0BDZM_24430992_1_v1.jpg,демисезон,термоэластопласт,натуральная кожа,черный,
images_shoes\image_1_MP002XM0BDZM_24430993_2_v1.jpg,демисезон,термоэластопласт,натуральная кожа,черный,
images_shoes\image_2_MP002XM0BDZM_24430994_3_v1.jpg,демисезон,термоэластопласт,натуральная кожа,черный,
images_shoes\image_3_MP002XM0BDZM_24430995_4_v1.jpg,демисезон,термоэластопласт,натуральная кожа,черный,
images_shoes\image_4_MP002XM0BDZM_24430996_5_v1.jpg,демисезон,термоэластопласт,натуральная кожа,черный,
images_shoes\image_0_MP002XM0BPSE_24792134_1_v1.jpg,мульти,этиленвинилацетат,натуральная кожа,черный,
images_shoes\image_1_MP002XM0BPSE_24792135_2_v1.jpg,мульти,этиленвинилацетат,натуральная кожа,черный,
images_shoes\image_2_MP002XM0BPSE_24792136_3_v1.jpg,мульти,этиленвинилацетат,натуральная кожа,черный,
images_shoes\image_3_MP002XM0BPSE_24792137_4_v1.jpg,мульти,этиленвинилацетат,натуральная кожа,черный,
